Unnamed: 0,match_event_id,location_x,location_y,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home/away,shot_id_number,lat/lng,type_of_shot,type_of_combined_shot,match_id,team_id,remaining_min_1,power_of_shot_1,knockout_match_1,remaining_sec_1,distance_of_shot_1
15761,180.0,-147.0,201.0,6.0,2.0,0,2009-10,34.0,44.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-01-15,MANU vs. LAC,15762,"42.982923, -71.446094",,shot - 3,20900582,1610612747,6.0,30.36,,34.0,44.0
15765,211.0,138.0,9.0,3.0,2.0,0,2009-10,31.0,33.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2010-01-15,,15766,"42.982923, -71.446094",,shot - 3,20900582,1610612747,114.64,2.0,0.0,31.0,33.0
15766,228.0,89.0,140.0,2.0,2.0,0,2009-10,,36.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-01-15,MANU vs. LAC,15767,"42.982923, -71.446094",,shot - 3,20900582,1610612747,2.0,2.0,0.0,0.0,56.4
15769,,-59.0,11.0,5.0,3.0,0,2009-10,44.0,26.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-01-15,MANU vs. LAC,15770,"42.982923, -71.446094",shot - 53,,20900582,1610612747,5.0,3.0,58.608000000000004,44.0,26.0
15787,268.0,-109.0,153.0,6.0,3.0,0,2009-10,10.0,,,Left Side Center(LC),Mid Range,16-24 ft.,,2010-01-18,MANU vs. ORL,15788,"42.982923, -71.446094",,shot - 3,20900605,1610612747,6.0,3.0,93.60799999999999,10.0,38.0
15788,291.0,0.0,0.0,4.0,3.0,0,2009-10,8.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-01-18,MANU vs. ORL,15789,"42.982923, -71.446094",shot - 4,,20900605,1610612747,4.0,3.0,55.8,103.7216,20.0
15809,256.0,,42.0,,2.0,0,2009-10,28.0,24.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-01-21,,15810,"41.484971, -81.671552",,shot - 3,20900621,1610612747,0.0,2.0,0.0,,24.0
15817,376.0,-98.0,83.0,2.0,3.0,0,2009-10,4.0,32.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-01-21,,15818,"41.484971, -81.671552",,shot - 3,20900621,1610612747,2.0,3.0,0.0,4.0,32.0
15818,378.0,75.0,97.0,1.0,3.0,0,,33.0,32.0,,Right Side(R),Goal Line,8-16 ft.,Manchester United,2010-01-21,MANU @ CLE,15819,"41.484971, -81.671552",shot - 43,,20900621,1610612747,1.0,,0.0,33.0,32.0
15819,385.0,-158.0,102.0,0.0,3.0,0,2009-10,0.0,38.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2010-01-21,MANU @ CLE,15820,"41.484971, -81.671552",shot - 1,,20900621,1610612747,,3.0,51.928000000000004,110.2,38.0
15829,109.0,181.0,173.0,0.0,1.0,0,2009-10,37.0,,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2010-01-22,MANU @ NYK,15830,"40.708999, -73.872430",,shot - 3,20900632,1610612747,0.0,95.36,65.608,37.0,45.0
15843,432.0,236.0,127.0,6.0,4.0,0,2009-10,35.0,46.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2010-01-22,MANU @ NYK,15844,"40.708999, -73.872430",shot - 2,,20900632,1610612747,6.0,4.0,0.0,35.0,46.0
15849,508.0,-220.0,194.0,0.0,4.0,0,2009-10,36.0,49.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-01-22,MANU @ NYK,15850,"40.708999, -73.872430",,shot - 3,20900632,1610612747,0.0,4.0,0.0,36.0,49.0
15856,142.0,-79.0,142.0,9.0,2.0,0,2009-10,32.0,36.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,,MANU @ TOR,15857,"43.717098, -79.395917",,shot - 3,20900648,1610612747,9.0,2.0,0.0,,
15862,275.0,-7.0,6.0,9.0,3.0,0,,54.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-01-24,MANU @ TOR,15863,"43.717098, -79.395917",,shot - 1,20900648,1610612747,9.0,3.0,71.8,54.0,112.728
15867,440.0,,110.0,5.0,4.0,0,,42.0,31.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2010-01-24,MANU @ TOR,15868,"43.717098, -79.395917",,shot - 3,20900648,1610612747,5.0,61.36,0.0,42.0,31.0
15868,446.0,-4.0,78.0,4.0,4.0,0,2009-10,56.0,,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,,MANU @ TOR,15869,"43.717098, -79.395917",shot - 9,,20900648,1610612747,41.64,4.0,46.8,56.0,27.0
15871,485.0,-198.0,14.0,1.0,4.0,0,2009-10,0.0,39.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2010-01-24,MANU @ TOR,15872,"43.717098, -79.395917",,shot - 3,20900648,1610612747,1.0,4.0,0.0,0.0,39.0
15872,495.0,226.0,9.0,0.0,4.0,0,,12.0,42.0,,Right Side(R),Right Corner,24+ ft.,Manchester United,,MANU @ TOR,15873,"43.717098, -79.395917",,shot - 3,20900648,1610612747,,4.0,0.0,12.0,42.0
15875,42.0,39.0,53.0,5.0,1.0,0,2009-10,,,,,Goal Line,Less Than 8 ft.,Manchester United,2010-01-26,MANU @ WAS,15876,"38.919619, -77.015211",,shot - 3,20900658,1610612747,5.0,1.0,0.0,47.0,26.0
15877,94.0,152.0,102.0,0.0,1.0,0,,0.0,,,Right Side(R),Mid Range,16-24 ft.,Manchester United,,MANU @ WAS,15878,"38.919619, -77.015211",,shot - 3,20900658,1610612747,,1.0,55.8,0.0,38.0
15882,282.0,-15.0,52.0,4.0,3.0,0,2009-10,53.0,25.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-01-26,MANU @ WAS,15883,"38.919619, -77.015211",,shot - 0,20900658,1610612747,4.0,3.0,0.0,53.0,25.0
15883,304.0,-101.0,-8.0,2.0,3.0,0,2009-10,,30.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-01-26,MANU @ WAS,15884,"38.919619, -77.015211",,shot - 3,20900658,1610612747,2.0,92.36,0.0,50.0,30.0
15884,307.0,-136.0,55.0,2.0,3.0,0,2009-10,10.0,34.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-01-26,MANU @ WAS,15885,"38.919619, -77.015211",shot - 52,,20900658,1610612747,2.0,,0.0,10.0,38.4
15885,330.0,1.0,249.0,0.0,3.0,0,2009-10,23.0,44.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2010-01-26,MANU @ WAS,15886,"38.919619, -77.015211",,shot - 3,20900658,1610612747,0.0,3.0,0.0,,44.0
15890,39.0,18.0,211.0,8.0,1.0,0,2009-10,34.0,41.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2010-01-27,MANU @ IND,15891,"40.361408, -86.186052",shot - 17,,20900664,1610612747,8.0,1.0,0.0,125.7856,11.4
15893,69.0,166.0,110.0,4.0,1.0,0,2009-10,24.0,39.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2010-01-27,MANU @ IND,15894,"40.361408, -86.186052",shot - 17,,20900664,1610612747,87.2,1.0,0.0,24.0,39.0
15897,332.0,118.0,190.0,6.0,3.0,0,2009-10,28.0,42.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-01-27,MANU @ IND,15898,"40.361408, -86.186052",,shot - 3,20900664,1610612747,6.0,86.36,90.60799999999999,,42.0
15899,396.0,-149.0,66.0,0.0,3.0,0,2009-10,27.0,36.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2010-01-27,MANU @ IND,15900,"40.361408, -86.186052",shot - 36,,20900664,1610612747,30.64,3.0,0.0,27.0,91.4
15911,262.0,144.0,4.0,11.0,3.0,0,2009-10,44.0,34.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2010-01-29,,15912,"39.993941, -75.143458",,shot - 3,20900678,1610612747,,3.0,0.0,44.0,34.0
15930,159.0,-105.0,-11.0,6.0,2.0,0,2009-10,50.0,30.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-01-31,MANU @ BOS,15931,"42.330507, -71.074655",,shot - 3,20900696,1610612747,6.0,2.0,112.928,50.0,30.0
15931,170.0,86.0,121.0,5.0,2.0,0,,50.0,34.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2010-01-31,MANU @ BOS,15932,"42.330507, -71.074655",shot - 22,,20900696,1610612747,65.64,117.36,,50.0,34.0
15936,227.0,67.0,12.0,0.0,2.0,0,,1.0,26.0,,Center(C),,Less Than 8 ft.,Manchester United,,MANU @ BOS,15937,"42.330507, -71.074655",,shot - 3,20900696,1610612747,,,110.8,1.0,26.0
15939,349.0,-4.0,213.0,,4.0,0,2009-10,44.0,41.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2010-01-31,MANU @ BOS,15940,"42.330507, -71.074655",,shot - 3,20900696,1610612747,11.0,112.36,0.0,44.0,58.728
15943,414.0,-98.0,94.0,,4.0,0,2009-10,3.0,33.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-01-31,MANU @ BOS,15944,"42.330507, -71.074655",,shot - 3,20900696,1610612747,5.0,4.0,0.0,3.0,18.4
15944,433.0,-125.0,134.0,2.0,4.0,0,2009-10,9.0,38.0,,Left Side Center(LC),Mid Range,,Manchester United,2010-01-31,MANU @ BOS,15945,"42.330507, -71.074655",,shot - 3,20900696,1610612747,2.0,4.0,0.0,106.7856,38.0
15948,37.0,-27.0,189.0,9.0,1.0,0,2009-10,10.0,39.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2010-02-01,MANU @ MEM,15949,"35.103812, -89.964007",,shot - 3,20900706,1610612747,9.0,1.0,40.8,26.2,36.4
15959,256.0,102.0,183.0,,2.0,0,2009-10,2.0,40.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-02-01,MANU @ MEM,15960,"35.103812, -89.964007",shot - 17,,20900706,1610612747,84.64,,0.0,103.7856,40.0
15962,329.0,-78.0,146.0,7.0,3.0,0,2009-10,58.0,36.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2010-02-01,MANU @ MEM,15963,"35.103812, -89.964007",shot - 17,,20900706,1610612747,61.64,3.0,0.0,58.0,36.0
15969,484.0,226.0,61.0,4.0,4.0,0,,56.0,43.0,,Right Side(R),Right Corner,24+ ft.,Manchester United,2010-02-01,MANU @ MEM,15970,"35.103812, -89.964007",,shot - 3,20900706,1610612747,64.2,73.36,0.0,56.0,43.0
15976,86.0,0.0,0.0,1.0,1.0,0,2009-10,53.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-02-03,MANU vs. CHA,15977,"42.982923, -71.446094",shot - 39,,20900727,1610612747,1.0,37.36,0.0,53.0,20.0
15981,248.0,13.0,279.0,11.0,3.0,0,2009-10,14.0,47.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,,MANU vs. CHA,15982,"42.982923, -71.446094",,shot - 3,20900727,1610612747,11.0,3.0,107.60799999999999,14.0,47.0
15984,316.0,54.0,189.0,5.0,3.0,0,2009-10,6.0,39.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2010-02-03,MANU vs. CHA,15985,"42.982923, -71.446094",shot - 7,,20900727,1610612747,34.64,95.36,75.928,80.2,39.0
15994,140.0,181.0,113.0,10.0,2.0,0,2009-10,,41.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2010-02-05,MANU vs. DEN,15995,,shot - 36,,20900740,1610612747,10.0,2.0,0.0,7.0,41.0
16003,,-114.0,,8.0,4.0,0,2009-10,15.0,34.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-02-05,MANU vs. DEN,16004,"42.982923, -71.446094",shot - 5,,20900740,1610612747,8.0,54.36,0.0,15.0,34.0
16004,461.0,0.0,0.0,4.0,4.0,0,,19.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-02-05,MANU vs. DEN,16005,"42.982923, -71.446094",,shot - 4,20900740,1610612747,119.64,4.0,0.0,19.0,20.0
16005,468.0,-51.0,91.0,3.0,4.0,0,,48.0,30.0,,Center(C),Goal Line,,Manchester United,2010-02-05,,16006,"42.982923, -71.446094",shot - 44,,20900740,1610612747,3.0,76.36,0.0,48.0,30.0
16010,68.0,42.0,45.0,4.0,1.0,0,2009-10,20.0,26.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-02-23,MANU @ MEM,16011,"35.103812, -89.964007",shot - 5,,20900841,1610612747,4.0,1.0,61.608000000000004,37.2,26.0
16018,,0.0,0.0,8.0,3.0,0,2009-10,47.0,20.0,,Center(C),,Less Than 8 ft.,Manchester United,2010-02-23,MANU @ MEM,16019,"35.103812, -89.964007",shot - 46,,20900841,1610612747,8.0,3.0,0.0,47.0,20.0
16020,349.0,239.0,6.0,2.0,3.0,0,2009-10,7.0,,,Right Side(R),Right Corner,24+ ft.,Manchester United,2010-02-23,MANU @ MEM,16021,,shot - 42,,20900841,1610612747,2.0,3.0,0.0,122.7856,43.0
16033,186.0,24.0,124.0,2.0,2.0,0,2009-10,58.0,32.0,,Center(C),Goal Line,,Manchester United,2010-02-24,MANU @ DAL,16034,"32.757824, -96.786653",shot - 31,,20900852,1610612747,2.0,42.36,0.0,58.0,70.4
16050,61.0,0.0,0.0,4.0,1.0,0,2009-10,50.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-02-26,MANU vs. PHI,16051,"42.982923, -71.446094",shot - 26,,20900869,1610612747,4.0,98.36,0.0,50.0,20.0
16059,277.0,56.0,4.0,5.0,3.0,0,2009-10,16.0,25.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-02-26,MANU vs. PHI,16060,"42.982923, -71.446094",shot - 28,,20900869,1610612747,5.0,,0.0,,25.0
16064,377.0,0.0,0.0,7.0,4.0,0,2009-10,27.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-02-26,MANU vs. PHI,16065,"42.982923, -71.446094",shot - 39,,20900869,1610612747,,,0.0,27.0,20.0
16065,400.0,-116.0,91.0,5.0,4.0,0,2009-10,43.0,34.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-02-26,MANU vs. PHI,16066,"42.982923, -71.446094",,shot - 3,20900869,1610612747,5.0,4.0,47.928000000000004,43.0,92.4
16069,133.0,,184.0,0.0,1.0,0,,45.0,42.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-02-28,MANU vs. DEN,16070,"42.982923, -71.446094",shot - 20,,20900879,1610612747,0.0,1.0,25.8,45.0,42.0
16075,443.0,0.0,0.0,10.0,,0,2009-10,26.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-02-28,MANU vs. DEN,16076,"42.982923, -71.446094",shot - 39,,20900879,1610612747,,4.0,58.608000000000004,26.0,90.4
16090,279.0,-45.0,219.0,11.0,3.0,0,2009-10,19.0,42.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2010-03-02,MANU vs. IND,16091,"42.982923, -71.446094",shot - 48,,20900898,1610612747,11.0,3.0,78.608,53.7856,
16093,314.0,0.0,0.0,7.0,3.0,0,2009-10,10.0,,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-03-02,MANU vs. IND,16094,"42.982923, -71.446094",,shot - 4,20900898,1610612747,7.0,3.0,0.0,10.0,20.0
16100,84.0,47.0,48.0,3.0,1.0,0,2009-10,35.0,26.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-03-04,MANU @ MIA,16101,"25.790710, -80.207819",,shot - 3,20900912,1610612747,3.0,114.36,0.0,35.0,26.0
16103,198.0,0.0,0.0,4.0,2.0,0,2009-10,7.0,,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-03-04,MANU @ MIA,16104,"25.790710, -80.207819",shot - 4,,20900912,1610612747,4.0,44.36,0.0,7.0,21.4
16112,367.0,0.0,0.0,10.0,4.0,0,,11.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-03-04,MANU @ MIA,16113,"25.790710, -80.207819",,shot - 4,20900912,1610612747,10.0,4.0,0.0,11.0,20.0
16113,376.0,105.0,104.0,8.0,4.0,0,2009-10,56.0,34.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2010-03-04,MANU @ MIA,16114,"25.790710, -80.207819",,shot - 3,20900912,1610612747,8.0,4.0,0.0,58.7856,34.0
16114,408.0,0.0,0.0,5.0,4.0,0,2009-10,54.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-03-04,MANU @ MIA,16115,"25.790710, -80.207819",,shot - 4,20900912,1610612747,5.0,4.0,0.0,,20.0
16126,23.0,61.0,,9.0,1.0,0,,1.0,32.0,,,Goal Line,8-16 ft.,Manchester United,2010-03-05,MANU @ CHA,16127,"35.262047, -80.865746",shot - 38,,20900914,1610612747,9.0,1.0,0.0,1.0,53.4
16127,59.0,-93.0,241.0,6.0,1.0,0,,14.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-03-05,MANU @ CHA,16128,"35.262047, -80.865746",shot - 30,,20900914,1610612747,6.0,1.0,104.928,14.0,
16136,302.0,160.0,156.0,11.0,3.0,0,2009-10,17.0,42.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-03-05,MANU @ CHA,16137,"35.262047, -80.865746",,shot - 3,20900914,1610612747,11.0,3.0,0.0,17.0,
16137,305.0,-116.0,50.0,10.0,,0,,41.0,32.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-03-05,MANU @ CHA,16138,"35.262047, -80.865746",,shot - 3,20900914,1610612747,10.0,3.0,,41.0,32.0
16138,336.0,0.0,0.0,7.0,3.0,0,2009-10,1.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,,2010-03-05,MANU @ CHA,16139,"35.262047, -80.865746",shot - 46,,20900914,1610612747,7.0,3.0,0.0,1.0,20.0
16141,,-218.0,132.0,2.0,3.0,0,2009-10,43.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-03-05,MANU @ CHA,16142,"35.262047, -80.865746",shot - 20,,20900914,1610612747,2.0,3.0,0.0,43.0,45.0
16143,444.0,160.0,4.0,9.0,4.0,0,2009-10,48.0,36.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2010-03-05,MANU @ CHA,16144,"35.262047, -80.865746",shot - 38,,20900914,1610612747,9.0,63.36,98.35231999999999,48.0,36.0
16147,40.0,-101.0,48.0,8.0,1.0,0,2009-10,38.0,31.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-03-07,MANU @ ORL,16148,"28.549237, -81.372780",,shot - 0,20900935,1610612747,49.64,,0.0,38.0,31.0
16150,63.0,-183.0,175.0,6.0,1.0,0,2009-10,16.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-03-07,MANU @ ORL,16151,,shot - 8,,20900935,1610612747,6.0,1.0,0.0,16.0,79.4
16153,166.0,-125.0,146.0,0.0,1.0,0,,4.0,39.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2010-03-07,MANU @ ORL,16154,"28.549237, -81.372780",,shot - 3,20900935,1610612747,0.0,90.36,0.0,4.0,38.728
16155,310.0,-92.0,143.0,11.0,3.0,0,,49.0,37.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2010-03-07,MANU @ ORL,16156,"28.549237, -81.372780",shot - 15,,20900935,1610612747,11.0,3.0,0.0,49.0,37.0
16164,502.0,114.0,45.0,6.0,4.0,0,2009-10,41.0,32.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2010-03-07,MANU @ ORL,16165,"28.549237, -81.372780",shot - 43,,20900935,1610612747,6.0,4.0,0.0,41.0,32.0
16165,513.0,-48.0,258.0,6.0,4.0,0,2009-10,9.0,46.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2010-03-07,MANU @ ORL,16166,"28.549237, -81.372780",shot - 43,,20900935,1610612747,6.0,99.36,0.0,73.2,46.0
16167,537.0,92.0,178.0,3.0,4.0,0,2009-10,56.0,40.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-03-07,MANU @ ORL,16168,"28.549237, -81.372780",,shot - 3,20900935,1610612747,3.0,4.0,93.60799999999999,56.0,40.0
16178,80.0,-90.0,26.0,3.0,1.0,0,2009-10,34.0,29.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-03-09,MANU vs. TOR,16179,"42.982923, -71.446094",,shot - 0,20900952,1610612747,3.0,47.36,0.0,34.0,69.4
16192,541.0,88.0,14.0,2.0,4.0,0,2009-10,45.0,28.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2010-03-09,MANU vs. TOR,16193,"42.982923, -71.446094",shot - 38,,20900952,1610612747,2.0,4.0,0.0,45.0,
16195,593.0,170.0,-3.0,0.0,4.0,0,2009-10,1.0,37.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2010-03-09,MANU vs. TOR,16196,"42.982923, -71.446094",shot - 38,,20900952,1610612747,0.0,4.0,0.0,1.0,104.4
16197,64.0,-101.0,135.0,5.0,,0,,29.0,36.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2010-03-12,MANU @ PHX,16198,"33.552026, -112.071667",shot - 10,,20900974,1610612747,5.0,,0.0,29.0,36.0
16209,,81.0,116.0,7.0,4.0,0,2009-10,15.0,34.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2010-03-12,,16210,"33.552026, -112.071667",,shot - 3,20900974,1610612747,7.0,4.0,76.928,15.0,34.0
16227,465.0,-7.0,12.0,4.0,4.0,0,2009-10,51.0,21.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-03-15,MANU @ GSW,16228,"37.754130, -122.437947",,shot - 4,20900995,1610612747,4.0,4.0,0.0,51.0,21.0
16231,10.0,0.0,0.0,10.0,1.0,0,2009-10,,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-03-16,MANU @ SAC,16232,"38.567296, -121.456638",shot - 39,,20901004,1610612747,10.0,1.0,0.0,1.0,14.4
16236,66.0,31.0,23.0,3.0,1.0,0,,24.0,23.0,,Center(C),Goal Area,Less Than 8 ft.,,2010-03-16,MANU @ SAC,16237,"38.567296, -121.456638",,shot - 3,20901004,1610612747,3.0,1.0,0.0,24.0,12.4
16239,88.0,-155.0,88.0,1.0,1.0,0,,20.0,37.0,,,Mid Range,16-24 ft.,Manchester United,2010-03-16,MANU @ SAC,16240,"38.567296, -121.456638",,shot - 3,20901004,1610612747,106.64,1.0,0.0,142.7856,102.4
16251,327.0,-100.0,,4.0,3.0,0,2009-10,19.0,32.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-03-16,,16252,"38.567296, -121.456638",,shot - 3,20901004,1610612747,4.0,3.0,0.0,19.0,32.0
16258,239.0,-144.0,214.0,2.0,2.0,0,2009-10,14.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-03-19,MANU vs. MIN,16259,"42.982923, -71.446094",,shot - 3,20901028,1610612747,2.0,13.6,0.0,14.0,45.0
16261,286.0,0.0,0.0,9.0,3.0,0,2009-10,21.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-03-19,MANU vs. MIN,16262,"42.982923, -71.446094",shot - 39,,20901028,1610612747,9.0,3.0,0.0,,20.0
16262,291.0,228.0,1.0,9.0,3.0,0,2009-10,6.0,42.0,,Right Side(R),,24+ ft.,,2010-03-19,MANU vs. MIN,16263,"42.982923, -71.446094",shot - 31,,20901028,1610612747,9.0,3.0,84.8,6.0,42.0
16269,19.0,0.0,0.0,9.0,1.0,0,2009-10,30.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-03-21,MANU vs. WAS,16270,"42.982923, -71.446094",shot - 39,,20901041,1610612747,9.0,1.0,,30.0,20.0
16271,51.0,-144.0,107.0,4.0,1.0,0,2009-10,,37.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2010-03-21,MANU vs. WAS,16272,"42.982923, -71.446094",shot - 30,,20901041,1610612747,4.0,1.0,0.0,,37.0
16275,137.0,65.0,116.0,8.0,2.0,0,2009-10,20.0,33.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2010-03-21,,16276,"42.982923, -71.446094",shot - 23,,20901041,1610612747,55.64,2.0,0.0,20.0,33.0
16289,63.0,-142.0,89.0,4.0,1.0,0,2009-10,36.0,36.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2010-03-24,MANU @ SAS,16290,"29.444994, -98.524120",shot - 36,,20901066,1610612747,58.64,1.0,0.0,82.7856,36.0
16294,272.0,10.0,4.0,7.0,3.0,0,2009-10,52.0,21.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-03-24,MANU @ SAS,16295,"29.444994, -98.524120",shot - 29,,20901066,1610612747,7.0,3.0,0.0,,21.0
16296,414.0,54.0,175.0,7.0,4.0,0,2009-10,20.0,38.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2010-03-24,MANU @ SAS,16297,"29.444994, -98.524120",shot - 54,,20901066,1610612747,7.0,4.0,0.0,,30.4
16298,441.0,-235.0,4.0,3.0,4.0,0,2009-10,29.0,43.0,,Left Side(L),Left Corner,24+ ft.,Manchester United,2010-03-24,MANU @ SAS,16299,"29.444994, -98.524120",,shot - 3,20901066,1610612747,3.0,4.0,65.928,29.0,59.728
16299,452.0,,,2.0,4.0,0,2009-10,53.0,29.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2010-03-24,MANU @ SAS,16300,"29.444994, -98.524120",,shot - 3,20901066,1610612747,2.0,83.36,0.0,53.0,29.0
16301,84.0,135.0,157.0,3.0,1.0,0,2009-10,31.0,40.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-03-26,MANU @ OKC,16302,"35.492151, -97.519011",,shot - 3,20901078,1610612747,3.0,1.0,0.0,31.0,40.0
16302,90.0,-169.0,77.0,2.0,1.0,0,2009-10,56.0,38.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2010-03-26,MANU @ OKC,16303,"35.492151, -97.519011",shot - 38,,20901078,1610612747,2.0,1.0,0.0,,38.0
16304,,84.0,66.0,1.0,1.0,0,2009-10,,30.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2010-03-26,MANU @ OKC,16305,"35.492151, -97.519011",,shot - 3,20901078,1610612747,62.2,1.0,,21.0,30.0
16308,169.0,-16.0,186.0,7.0,2.0,0,,17.0,38.0,,Center(C),Mid Range,,Manchester United,2010-03-26,MANU @ OKC,16309,"35.492151, -97.519011",shot - 33,,20901078,1610612747,7.0,2.0,56.608000000000004,17.0,38.0
16311,,-114.0,138.0,9.0,1.0,0,2009-10,33.0,37.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2010-03-27,MANU @ HOU,16312,"29.740325, -95.365762",,shot - 3,20901085,1610612747,9.0,1.0,102.60799999999999,33.0,37.0
16315,124.0,-201.0,143.0,10.0,2.0,0,2009-10,17.0,44.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-03-27,MANU @ HOU,16316,"29.740325, -95.365762",shot - 11,,20901085,1610612747,28.64,2.0,0.0,126.7856,80.72800000000002
16319,234.0,0.0,0.0,0.0,2.0,0,2009-10,0.0,,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-03-27,MANU @ HOU,16320,"29.740325, -95.365762",shot - 39,,20901085,1610612747,51.64,2.0,,107.2,20.0
